"region";"civilstånd";"ålder";"kön";"2014"
"04 Södermanlands län";"skilda";"75-79 år";"män";829
"04 Södermanlands län";"skilda";"75-79 år";"kvinnor";996
"04 Södermanlands län";"skilda";"80-84 år";"män";432
"04 Södermanlands län";"skilda";"80-84 år";"kvinnor";591
"04 Södermanlands län";"skilda";"85-89 år";"män";160
"04 Södermanlands län";"skilda";"85-89 år";"kvinnor";301
"04 Södermanlands län";"skilda";"90-94 år";"män";62
"04 Södermanlands län";"skilda";"90-94 år";"kvinnor";146
"04 Södermanlands län";"skilda";"95-99 år";"män";4
"04 Södermanlands län";"skilda";"95-99 år";"kvinnor";18
"04 Södermanlands län";"skilda";"100+ år";"män";1
"04 Södermanlands län";"skilda";"100+ år";"kvinnor";1
"04 Södermanlands län";"änkor/änklingar";"0-4 år";"män";0
"04 Södermanlands län";"änkor/änklingar";"0-4 år";"kvinnor";0
"04 Södermanlands län";"änkor/änklingar";"5-9 år";"män";0
"04 Södermanlands län";"änkor/änklingar";"5-9 år";"kvinnor";0
"04 Södermanlands län";"änkor/änklingar";"10-14 år";"män";0
"04 Södermanlands län";"änkor/änklingar";"10-14 år";"kvinnor";0
"04 Södermanlands län";"änkor/änklingar";"15-19 år";"män";0
"04 Södermanlands län";"änkor/änklingar";"15-19 år";"kvinnor";0
"04 Södermanlands län";"änkor/änklingar";"20-24 år";"män";1
"04 Södermanlands län";"änkor/änklingar";"20-24 år";"kvinnor";0
"04 Södermanlands län";"änkor/änklingar";"25-29 år";"män";2
"04 Södermanlands län";"änkor/änklingar";"25-29 år";"kvinnor";7
"04 Södermanlands län";"änkor/änklingar";"30-34 år";"män";2
"04 Södermanlands län";"änkor/änklingar";"30-34 år";"kvinnor";18
"04 Södermanlands län";"änkor/änklingar";"35-39 år";"män";10
"04 Södermanlands län";"änkor/änklingar";"35-39 år";"kvinnor";29
"04 Södermanlands län";"änkor/änklingar";"40-44 år";"män";12
"04 Södermanlands län";"änkor/änklingar";"40-44 år";"kvinnor";52
"04 Södermanlands län";"änkor/änklingar";"45-49 år";"män";24
"04 Södermanlands län";"änkor/änklingar";"45-49 år";"kvinnor";110
"04 Södermanlands län";"änkor/änklingar";"50-54 år";"män";45
"04 Södermanlands län";"änkor/änklingar";"50-54 år";"kvinnor";148
"04 Södermanlands län";"änkor/änklingar";"55-59 år";"män";84
"04 Södermanlands län";"änkor/änklingar";"55-59 år";"kvinnor";265
"04 Södermanlands län";"änkor/änklingar";"60-64 år";"män";164
"04 Södermanlands län";"änkor/änklingar";"60-64 år";"kvinnor";453
"04 Södermanlands län";"änkor/änklingar";"65-69 år";"män";397
"04 Södermanlands län";"änkor/änklingar";"65-69 år";"kvinnor";980
"04 Södermanlands län";"änkor/änklingar";"70-74 år";"män";499
"04 Södermanlands län";"änkor/änklingar";"70-74 år";"kvinnor";1404
"04 Södermanlands län";"änkor/änklingar";"75-79 år";"män";566
"04 Södermanlands län";"änkor/änklingar";"75-79 år";"kvinnor";1757
"04 Södermanlands län";"änkor/änklingar";"80-84 år";"män";620
"04 Södermanlands län";"änkor/änklingar";"80-84 år";"kvinnor";2252
"04 Södermanlands län";"änkor/änklingar";"85-89 år";"män";569
"04 Södermanlands län";"änkor/änklingar";"85-89 år";"kvinnor";2105
"04 Södermanlands län";"änkor/änklingar";"90-94 år";"män";320
"04 Södermanlands län";"änkor/änklingar";"90-94 år";"kvinnor";1364
"04 Södermanlands län";"änkor/änklingar";"95-99 år";"män";71
"04 Södermanlands län";"änkor/änklingar";"95-99 år";"kvinnor";320
"04 Södermanlands län";"änkor/änklingar";"100+ år";"män";2
"04 Södermanlands län";"änkor/änklingar";"100+ år";"kvinnor";31
"05 Östergötlands län";"ogifta";"0-4 år";"män";13291
"05 Östergötlands län";"ogifta";"0-4 år";"kvinnor";12555
"05 Östergötlands län";"ogifta";"5-9 år";"män";12985
"05 Östergötlands län";"ogifta";"5-9 år";"kvinnor";12399
"05 Östergötlands län";"ogifta";"10-14 år";"män";12165
"05 Östergötlands län";"ogifta";"10-14 år";"kvinnor";11486
"05 Östergötlands län";"ogifta";"15-19 år";"män";12745
"05 Östergötlands län";"ogifta";"15-19 år";"kvinnor";11816
"05 Östergötlands län";"ogifta";"20-24 år";"män";17714
"05 Östergötlands län";"ogifta";"20-24 år";"kvinnor";15744
"05 Östergötlands län";"ogifta";"25-29 år";"män";13792
"05 Östergötlands län";"ogifta";"25-29 år";"kvinnor";10739
"05 Östergötlands län";"ogifta";"30-34 år";"män";8845
"05 Östergötlands län";"ogifta";"30-34 år";"kvinnor";6307
"05 Östergötlands län";"ogifta";"35-39 år";"män";6490
"05 Östergötlands län";"ogifta";"35-39 år";"kvinnor";4812
"05 Östergötlands län";"ogifta";"40-44 år";"män";5953
"05 Östergötlands län";"ogifta";"40-44 år";"kvinnor";4436
"05 Östergötlands län";"ogifta";"45-49 år";"män";5505
"05 Östergötlands län";"ogifta";"45-49 år";"kvinnor";4175
"05 Östergötlands län";"ogifta";"50-54 år";"män";4526
"05 Östergötlands län";"ogifta";"50-54 år";"kvinnor";3296
"05 Östergötlands län";"ogifta";"55-59 år";"män";3473
"05 Östergötlands län";"ogifta";"55-59 år";"kvinnor";2515
"05 Östergötlands län";"ogifta";"60-64 år";"män";2623
"05 Östergötlands län";"ogifta";"60-64 år";"kvinnor";1949
"05 Östergötlands län";"ogifta";"65-69 år";"män";2030
"05 Östergötlands län";"ogifta";"65-69 år";"kvinnor";1329
"05 Östergötlands län";"ogifta";"70-74 år";"män";1104
"05 Östergötlands län";"ogifta";"70-74 år";"kvinnor";715
"05 Östergötlands län";"ogifta";"75-79 år";"män";521
"05 Östergötlands län";"ogifta";"75-79 år";"kvinnor";430
"05 Östergötlands län";"ogifta";"80-84 år";"män";315
"05 Östergötlands län";"ogifta";"80-84 år";"kvinnor";286
"05 Östergötlands län";"ogifta";"85-89 år";"män";157
"05 Östergötlands län";"ogifta";"85-89 år";"kvinnor";207
"05 Östergötlands län";"ogifta";"90-94 år";"män";59
"05 Östergötlands län";"ogifta";"90-94 år";"kvinnor";119
"05 Östergötlands län";"ogifta";"95-99 år";"män";6
"05 Östergötlands län";"ogifta";"95-99 år";"kvinnor";28
"05 Östergötlands län";"ogifta";"100+ år";"män";0
"05 Östergötlands län";"ogifta";"100+ år";"kvinnor";3
"05 Östergötlands län";"gifta";"0-4 år";"män";0
"05 Östergötlands län";"gifta";"0-4 år";"kvinnor";0
"05 Östergötlands län";"gifta";"5-9 år";"män";0
"05 Östergötlands län";"gifta";"5-9 år";"kvinnor";0
"05 Östergötlands län";"gifta";"10-14 år";"män";0
"05 Östergötlands län";"gifta";"10-14 år";"kvinnor";0
"05 Östergötlands län";"gifta";"15-19 år";"män";3
"05 Östergötlands län";"gifta";"15-19 år";"kvinnor";49
"05 Östergötlands län";"gifta";"20-24 år";"män";286
"05 Östergötlands län";"gifta";"20-24 år";"kvinnor";780
"05 Östergötlands län";"gifta";"25-29 år";"män";1758
"05 Östergötlands län";"gifta";"25-29 år";"kvinnor";2922
"05 Östergötlands län";"gifta";"30-34 år";"män";4301
"05 Östergötlands län";"gifta";"30-34 år";"kvinnor";5283
"05 Östergötlands län";"gifta";"35-39 år";"män";5994
"05 Östergötlands län";"gifta";"35-39 år";"kvinnor";6825
"05 Östergötlands län";"gifta";"40-44 år";"män";7345
"05 Östergötlands län";"gifta";"40-44 år";"kvinnor";7726
"05 Östergötlands län";"gifta";"45-49 år";"män";7739
"05 Östergötlands län";"gifta";"45-49 år";"kvinnor";7810
"05 Östergötlands län";"gifta";"50-54 år";"män";7245
"05 Östergötlands län";"gifta";"50-54 år";"kvinnor";7157
"05 Östergötlands län";"gifta";"55-59 år";"män";7237
"05 Östergötlands län";"gifta";"55-59 år";"kvinnor";7355
"05 Östergötlands län";"gifta";"60-64 år";"män";7730
"05 Östergötlands län";"gifta";"60-64 år";"kvinnor";7617
"05 Östergötlands län";"gifta";"65-69 år";"män";8771
"05 Östergötlands län";"gifta";"65-69 år";"kvinnor";8512
"05 Östergötlands län";"gifta";"70-74 år";"män";7396
"05 Östergötlands län";"gifta";"70-74 år";"kvinnor";6423
"05 Östergötlands län";"gifta";"75-79 år";"män";4950
"05 Östergötlands län";"gifta";"75-79 år";"kvinnor";4053
"05 Östergötlands län";"gifta";"80-84 år";"män";3078
"05 Östergötlands län";"gifta";"80-84 år";"kvinnor";2161
"05 Östergötlands län";"gifta";"85-89 år";"män";1660
"05 Östergötlands län";"gifta";"85-89 år";"kvinnor";949
"05 Östergötlands län";"gifta";"90-94 år";"män";494
"05 Östergötlands län";"gifta";"90-94 år";"kvinnor";209
"05 Östergötlands län";"gifta";"95-99 år";"män";42
"05 Östergötlands län";"gifta";"95-99 år";"kvinnor";16
"05 Östergötlands län";"gifta";"100+ år";"män";4
"05 Östergötlands län";"gifta";"100+ år";"kvinnor";1
"05 Östergötlands län";"skilda";"0-4 år";"män";0
"05 Östergötlands län";"skilda";"0-4 år";"kvinnor";0
"05 Östergötlands län";"skilda";"5-9 år";"män";0
"05 Östergötlands län";"skilda";"5-9 år";"kvinnor";0
"05 Östergötlands län";"skilda";"10-14 år";"män";0
"05 Östergötlands län";"skilda";"10-14 år";"kvinnor";0
"05 Östergötlands län";"skilda";"15-19 år";"män";0
"05 Östergötlands län";"skilda";"15-19 år";"kvinnor";2
"05 Östergötlands län";"skilda";"20-24 år";"män";32
"05 Östergötlands län";"skilda";"20-24 år";"kvinnor";60
"05 Östergötlands län";"skilda";"25-29 år";"män";196
"05 Östergötlands län";"skilda";"25-29 år";"kvinnor";397
"05 Östergötlands län";"skilda";"30-34 år";"män";413
"05 Östergötlands län";"skilda";"30-34 år";"kvinnor";695
"05 Östergötlands län";"skilda";"35-39 år";"män";805
"05 Östergötlands län";"skilda";"35-39 år";"kvinnor";1111
"05 Östergötlands län";"skilda";"40-44 år";"män";1234
"05 Östergötlands län";"skilda";"40-44 år";"kvinnor";1695
"05 Östergötlands län";"skilda";"45-49 år";"män";1926
"05 Östergötlands län";"skilda";"45-49 år";"kvinnor";2491
"05 Östergötlands län";"skilda";"50-54 år";"män";2204
"05 Östergötlands län";"skilda";"50-54 år";"kvinnor";2626
"05 Östergötlands län";"skilda";"55-59 år";"män";2278
"05 Östergötlands län";"skilda";"55-59 år";"kvinnor";2527
"05 Östergötlands län";"skilda";"60-64 år";"män";2155
"05 Östergötlands län";"skilda";"60-64 år";"kvinnor";2601
"05 Östergötlands län";"skilda";"65-69 år";"män";2230
"05 Östergötlands län";"skilda";"65-69 år";"kvinnor";2686
"05 Östergötlands län";"skilda";"70-74 år";"män";1721
"05 Östergötlands län";"skilda";"70-74 år";"kvinnor";2143
"05 Östergötlands län";"skilda";"75-79 år";"män";1046
"05 Östergötlands län";"skilda";"75-79 år";"kvinnor";1349
"05 Östergötlands län";"skilda";"80-84 år";"män";519
"05 Östergötlands län";"skilda";"80-84 år";"kvinnor";877
"05 Östergötlands län";"skilda";"85-89 år";"män";227
"05 Östergötlands län";"skilda";"85-89 år";"kvinnor";457
"05 Östergötlands län";"skilda";"90-94 år";"män";72
"05 Östergötlands län";"skilda";"90-94 år";"kvinnor";192
"05 Östergötlands län";"skilda";"95-99 år";"män";6
"05 Östergötlands län";"skilda";"95-99 år";"kvinnor";37
"05 Östergötlands län";"skilda";"100+ år";"män";0
"05 Östergötlands län";"skilda";"100+ år";"kvinnor";0
"05 Östergötlands län";"änkor/änklingar";"0-4 år";"män";0
"05 Östergötlands län";"änkor/änklingar";"0-4 år";"kvinnor";0
"05 Östergötlands län";"änkor/änklingar";"5-9 år";"män";0
"05 Östergötlands län";"änkor/änklingar";"5-9 år";"kvinnor";0
"05 Östergötlands län";"änkor/änklingar";"10-14 år";"män";0
"05 Östergötlands län";"änkor/änklingar";"10-14 år";"kvinnor";0
"05 Östergötlands län";"änkor/änklingar";"15-19 år";"män";0
"05 Östergötlands län";"änkor/änklingar";"15-19 år";"kvinnor";0
"05 Östergötlands län";"änkor/änklingar";"20-24 år";"män";0
"05 Östergötlands län";"änkor/änklingar";"20-24 år";"kvinnor";2
"05 Östergötlands län";"änkor/änklingar";"25-29 år";"män";3
"05 Östergötlands län";"änkor/änklingar";"25-29 år";"kvinnor";10
"05 Östergötlands län";"änkor/änklingar";"30-34 år";"män";5
"05 Östergötlands län";"änkor/änklingar";"30-34 år";"kvinnor";21
"05 Östergötlands län";"änkor/änklingar";"35-39 år";"män";13
"05 Östergötlands län";"änkor/änklingar";"35-39 år";"kvinnor";48
"05 Östergötlands län";"änkor/änklingar";"40-44 år";"män";22
"05 Östergötlands län";"änkor/änklingar";"40-44 år";"kvinnor";67
"05 Östergötlands län";"änkor/änklingar";"45-49 år";"män";42
"05 Östergötlands län";"änkor/änklingar";"45-49 år";"kvinnor";135
"05 Östergötlands län";"änkor/änklingar";"50-54 år";"män";63
"05 Östergötlands län";"änkor/änklingar";"50-54 år";"kvinnor";244
"05 Östergötlands län";"änkor/änklingar";"55-59 år";"män";142
"05 Östergötlands län";"änkor/änklingar";"55-59 år";"kvinnor";382
"05 Östergötlands län";"änkor/änklingar";"60-64 år";"män";244
"05 Östergötlands län";"änkor/änklingar";"60-64 år";"kvinnor";694
"05 Östergötlands län";"änkor/änklingar";"65-69 år";"män";491
"05 Östergötlands län";"änkor/änklingar";"65-69 år";"kvinnor";1400
"05 Östergötlands län";"änkor/änklingar";"70-74 år";"män";670
"05 Östergötlands län";"änkor/änklingar";"70-74 år";"kvinnor";2014
"05 Östergötlands län";"änkor/änklingar";"75-79 år";"män";754
"05 Östergötlands län";"änkor/änklingar";"75-79 år";"kvinnor";2533
"05 Östergötlands län";"änkor/änklingar";"80-84 år";"män";912
"05 Östergötlands län";"änkor/änklingar";"80-84 år";"kvinnor";3196
"05 Östergötlands län";"änkor/änklingar";"85-89 år";"män";887
"05 Östergötlands län";"änkor/änklingar";"85-89 år";"kvinnor";3296
"05 Östergötlands län";"änkor/änklingar";"90-94 år";"män";498
"05 Östergötlands län";"änkor/änklingar";"90-94 år";"kvinnor";2069
"05 Östergötlands län";"änkor/änklingar";"95-99 år";"män";136
"05 Östergötlands län";"änkor/änklingar";"95-99 år";"kvinnor";508
"05 Östergötlands län";"änkor/änklingar";"100+ år";"män";7
"05 Östergötlands län";"änkor/änklingar";"100+ år";"kvinnor";61
"06 Jönköpings län";"ogifta";"0-4 år";"män";10627
"06 Jönköpings län";"ogifta";"0-4 år";"kvinnor";10000
"06 Jönköpings län";"ogifta";"5-9 år";"män";10504
"06 Jönköpings län";"ogifta";"5-9 år";"kvinnor";9936
"06 Jönköpings län";"ogifta";"10-14 år";"män";10082
"06 Jönköpings län";"ogifta";"10-14 år";"kvinnor";9488
"06 Jönköpings län";"ogifta";"15-19 år";"män";10380
"06 Jönköpings län";"ogifta";"15-19 år";"kvinnor";9598
"06 Jönköpings län";"ogifta";"20-24 år";"män";12228
"06 Jönköpings län";"ogifta";"20-24 år";"kvinnor";10557
"06 Jönköpings län";"ogifta";"25-29 år";"män";9254
"06 Jönköpings län";"ogifta";"25-29 år";"kvinnor";7250
"06 Jönköpings län";"ogifta";"30-34 år";"män";6069
"06 Jönköpings län";"ogifta";"30-34 år";"kvinnor";4274
"06 Jönköpings län";"ogifta";"35-39 år";"män";4548
"06 Jönköpings län";"ogifta";"35-39 år";"kvinnor";3289
"06 Jönköpings län";"ogifta";"40-44 år";"män";4217
"06 Jönköpings län";"ogifta";"40-44 år";"kvinnor";3112
"06 Jönköpings län";"ogifta";"45-49 år";"män";4034
"06 Jönköpings län";"ogifta";"45-49 år";"kvinnor";2866
"06 Jönköpings län";"ogifta";"50-54 år";"män";3245
"06 Jönköpings län";"ogifta";"50-54 år";"kvinnor";2272
"06 Jönköpings län";"ogifta";"55-59 år";"män";2432
"06 Jönköpings län";"ogifta";"55-59 år";"kvinnor";1643
"06 Jönköpings län";"ogifta";"60-64 år";"män";1838
"06 Jönköpings län";"ogifta";"60-64 år";"kvinnor";1197
"06 Jönköpings län";"ogifta";"65-69 år";"män";1322
"06 Jönköpings län";"ogifta";"65-69 år";"kvinnor";845
"06 Jönköpings län";"ogifta";"70-74 år";"män";730
"06 Jönköpings län";"ogifta";"70-74 år";"kvinnor";522
"06 Jönköpings län";"ogifta";"75-79 år";"män";419
"06 Jönköpings län";"ogifta";"75-79 år";"kvinnor";389
"06 Jönköpings län";"ogifta";"80-84 år";"män";262
"06 Jönköpings län";"ogifta";"80-84 år";"kvinnor";299
"06 Jönköpings län";"ogifta";"85-89 år";"män";174
"06 Jönköpings län";"ogifta";"85-89 år";"kvinnor";227
"06 Jönköpings län";"ogifta";"90-94 år";"män";57
"06 Jönköpings län";"ogifta";"90-94 år";"kvinnor";122
"06 Jönköpings län";"ogifta";"95-99 år";"män";15
"06 Jönköpings län";"ogifta";"95-99 år";"kvinnor";33
"06 Jönköpings län";"ogifta";"100+ år";"män";0
"06 Jönköpings län";"ogifta";"100+ år";"kvinnor";6
"06 Jönköpings län";"gifta";"0-4 år";"män";0
"06 Jönköpings län";"gifta";"0-4 år";"kvinnor";0
"06 Jönköpings län";"gifta";"5-9 år";"män";0
"06 Jönköpings län";"gifta";"5-9 år";"kvinnor";0
"06 Jönköpings län";"gifta";"10-14 år";"män";0
"06 Jönköpings län";"gifta";"10-14 år";"kvinnor";0
"06 Jönköpings län";"gifta";"15-19 år";"män";3
"06 Jönköpings län";"gifta";"15-19 år";"kvinnor";33
"06 Jönköpings län";"gifta";"20-24 år";"män";255
"06 Jönköpings län";"gifta";"20-24 år";"kvinnor";822
"06 Jönköpings län";"gifta";"25-29 år";"män";1809
"06 Jönköpings län";"gifta";"25-29 år";"kvinnor";2763
"06 Jönköpings län";"gifta";"30-34 år";"män";3586
"06 Jönköpings län";"gifta";"30-34 år";"kvinnor";4533
"06 Jönköpings län";"gifta";"35-39 år";"män";4948
"06 Jönköpings län";"gifta";"35-39 år";"kvinnor";5579
"06 Jönköpings län";"gifta";"40-44 år";"män";6090
"06 Jönköpings län";"gifta";"40-44 år";"kvinnor";6385
"06 Jönköpings län";"gifta";"45-49 år";"män";6736
"06 Jönköpings län";"gifta";"45-49 år";"kvinnor";6797
"06 Jönköpings län";"gifta";"50-54 år";"män";6308
"06 Jönköpings län";"gifta";"50-54 år";"kvinnor";6322
"06 Jönköpings län";"gifta";"55-59 år";"män";6336
"06 Jönköpings län";"gifta";"55-59 år";"kvinnor";6305
"06 Jönköpings län";"gifta";"60-64 år";"män";6452
"06 Jönköpings län";"gifta";"60-64 år";"kvinnor";6449
"06 Jönköpings län";"gifta";"65-69 år";"män";7559
"06 Jönköpings län";"gifta";"65-69 år";"kvinnor";7063
"06 Jönköpings län";"gifta";"70-74 år";"män";5933
"06 Jönköpings län";"gifta";"70-74 år";"kvinnor";5253
"06 Jönköpings län";"gifta";"75-79 år";"män";3945
"06 Jönköpings län";"gifta";"75-79 år";"kvinnor";3282
"06 Jönköpings län";"gifta";"80-84 år";"män";2670
"06 Jönköpings län";"gifta";"80-84 år";"kvinnor";1849
"06 Jönköpings län";"gifta";"85-89 år";"män";1418
"06 Jönköpings län";"gifta";"85-89 år";"kvinnor";794
"06 Jönköpings län";"gifta";"90-94 år";"män";466
"06 Jönköpings län";"gifta";"90-94 år";"kvinnor";170
"06 Jönköpings län";"gifta";"95-99 år";"män";38
"06 Jönköpings län";"gifta";"95-99 år";"kvinnor";11
"06 Jönköpings län";"gifta";"100+ år";"män";2
"06 Jönköpings län";"gifta";"100+ år";"kvinnor";0
"06 Jönköpings län";"skilda";"0-4 år";"män";0
"06 Jönköpings län";"skilda";"0-4 år";"kvinnor";0
"06 Jönköpings län";"skilda";"5-9 år";"män";0
"06 Jönköpings län";"skilda";"5-9 år";"kvinnor";0
"06 Jönköpings län";"skilda";"10-14 år";"män";0
"06 Jönköpings län";"skilda";"10-14 år";"kvinnor";0
